State,Year,BDPRP,CLPRB,ENPRP,GETCB,HYTCB,NCPRB,NGMPB,NUETB,PAPRB,REPRB,SOTCB,TEPRB,TETCB,WDEXB,WDPRB,WDTCB,WSTCB,WWPRB,WYTCB
NE,2017,1159.0,0.0,49765.0,1212.0,13719.0,61990.0,483.0,72300.0,11978.0,355970.0,220.0,440731.0,873303.0,0.0,2330.0,2330.0,1587.0,3917.0,46840.0
NE,2018,1089.0,0.0,49723.0,1212.0,12582.0,64686.0,459.0,58884.0,11732.0,359674.0,373.0,430748.0,909065.0,0.0,3394.0,3394.0,1811.0,5205.0,50519.0
NE,2019,581.0,0.0,50117.0,1212.0,11935.0,77807.0,411.0,72589.0,10883.0,371935.0,446.0,455818.0,907219.0,0.0,3699.0,3699.0,1796.0,5495.0,64215.0
NH,2015,48.0,0.0,0.0,29.0,11837.0,16105.0,0.0,99186.0,0.0,61342.0,292.0,160528.0,316649.0,0.0,40598.0,40598.0,4377.0,44976.0,3947.0
NH,2016,73.0,0.0,0.0,29.0,10574.0,15141.0,0.0,112551.0,0.0,56290.0,547.0,168841.0,307290.0,0.0,36335.0,36335.0,4415.0,40750.0,3991.0
NH,2017,45.0,0.0,0.0,29.0,13022.0,17718.0,0.0,104493.0,0.0,59871.0,875.0,164364.0,317785.0,0.0,37268.0,37268.0,4640.0,41908.0,3792.0
NH,2018,51.0,0.0,0.0,29.0,12336.0,17123.0,0.0,105195.0,0.0,56145.0,1056.0,161340.0,325655.0,0.0,34988.0,34988.0,3758.0,38747.0,3702.0
NH,2019,57.0,0.0,0.0,29.0,13019.0,18137.0,0.0,113890.0,0.0,56018.0,1229.0,169909.0,319667.0,0.0,33945.0,33945.0,3624.0,37569.0,3859.0
NJ,2015,219.0,0.0,0.0,466.0,89.0,21721.0,0.0,347851.0,0.0,45205.0,20966.0,393056.0,2183497.0,0.0,6465.0,6465.0,15827.0,22292.0,201.0
NJ,2016,229.0,0.0,0.0,466.0,88.0,23007.0,0.0,312569.0,0.0,46546.0,22261.0,359115.0,2140838.0,0.0,5994.0,5994.0,16299.0,22293.0,192.0
NJ,2017,35.0,0.0,0.0,466.0,126.0,26428.0,0.0,355948.0,0.0,45602.0,25630.0,401550.0,2089145.0,0.0,3044.0,3044.0,15938.0,18982.0,207.0
NJ,2018,0.0,0.0,0.0,466.0,324.0,29225.0,0.0,334373.0,0.0,48517.0,28230.0,382890.0,2194123.0,0.0,3690.0,3690.0,15601.0,19291.0,206.0
NJ,2019,0.0,0.0,0.0,466.0,236.0,32602.0,0.0,278147.0,0.0,49363.0,31705.0,327510.0,2098952.0,0.0,3303.0,3303.0,13457.0,16761.0,196.0
NM,2015,0.0,357525.0,0.0,458.0,927.0,28119.0,1436329.0,0.0,846659.0,38811.0,7257.0,2679324.0,681082.0,0.0,10131.0,10131.0,561.0,10692.0,19477.0
NM,2016,0.0,246549.0,0.0,499.0,1366.0,43741.0,1422598.0,0.0,839040.0,54822.0,8591.0,2563009.0,673638.0,0.0,10673.0,10673.0,407.0,11080.0,33285.0
NM,2017,0.0,257710.0,0.0,487.0,1780.0,57673.0,1506770.0,0.0,986514.0,67408.0,13076.0,2818402.0,684366.0,0.0,9312.0,9312.0,423.0,9735.0,42330.0
NM,2018,0.0,200179.0,0.0,487.0,1361.0,72070.0,1734539.0,0.0,1421610.0,85241.0,14764.0,3441568.0,703100.0,0.0,12703.0,12703.0,468.0,13171.0,55457.0
NM,2019,0.0,268307.0,0.0,885.0,1409.0,78715.0,2068295.0,0.0,1891645.0,94063.0,15047.0,4322310.0,738484.0,0.0,14994.0,14994.0,354.0,15348.0,61374.0
NV,2015,0.0,0.0,0.0,30535.0,21099.0,72737.0,4.0,0.0,1606.0,75369.0,18216.0,76979.0,697627.0,0.0,2346.0,2346.0,286.0,2632.0,2886.0
NV,2016,0.0,0.0,0.0,32506.0,16518.0,85523.0,3.0,0.0,1585.0,88587.0,33324.0,90175.0,727193.0,0.0,2291.0,2291.0,773.0,3064.0,3175.0
NV,2017,0.0,0.0,0.0,31876.0,16700.0,94965.0,3.0,0.0,1637.0,98128.0,43060.0,99768.0,757955.0,0.0,2320.0,2320.0,843.0,3163.0,3329.0
NV,2018,0.0,0.0,0.0,33066.0,17127.0,101584.0,3.0,0.0,1455.0,105656.0,48548.0,107114.0,776588.0,0.0,3273.0,3273.0,799.0,4072.0,2844.0
NV,2019,0.0,0.0,0.0,36359.0,19966.0,109226.0,5.0,0.0,1527.0,113331.0,49969.0,114864.0,779141.0,0.0,3196.0,3196.0,909.0,4105.0,2933.0
NY,2015,2.0,0.0,3465.0,1185.0,242429.0,288404.0,17879.0,466457.0,1635.0,409139.0,7729.0,895110.0,3838544.0,0.0,67532.0,67532.0,33410.0,100942.0,37061.0
NY,2016,0.0,0.0,3801.0,1185.0,248232.0,296467.0,13942.0,434791.0,1287.0,412994.0,10674.0,863014.0,3768794.0,0.0,61123.0,61123.0,33736.0,94858.0,36376.0
NY,2017,0.0,0.0,3687.0,1185.0,277725.0,330933.0,11760.0,441029.0,1105.0,447680.0,13919.0,901574.0,3776092.0,0.0,60164.0,60164.0,35562.0,95725.0,38105.0
NY,2018,0.0,0.0,3308.0,1185.0,269752.0,325023.0,10994.0,448718.0,1261.0,442993.0,17686.0,903967.0,3946032.0,0.0,64730.0,64730.0,34356.0,99086.0,36401.0
NY,2019,0.0,0.0,3519.0,1185.0,272679.0,336052.0,11313.0,468481.0,1561.0,452190.0,22509.0,933544.0,3841948.0,0.0,64965.0,64965.0,31131.0,96096.0,39680.0
OH,2015,1273.0,417682.0,13507.0,3435.0,4256.0,20579.0,1171552.0,181726.0,152650.0,164904.0,1678.0,2088513.0,3708157.0,0.0,45462.0,45462.0,14845.0,60307.0,11211.0
OH,2016,1597.0,309088.0,13978.0,3435.0,4619.0,21425.0,1647241.0,175893.0,123595.0,166682.0,1874.0,2422499.0,3667777.0,0.0,41902.0,41902.0,14986.0,56888.0,11497.0
OH,2017,1678.0,233560.0,14573.0,3435.0,2555.0,23060.0,2009410.0,184997.0,114517.0,167037.0,2435.0,2709522.0,3616508.0,0.0,36933.0,36933.0,14829.0,51762.0,14635.0
OH,2018,1647.0,219942.0,15131.0,3435.0,2222.0,24344.0,2652291.0,191483.0,129954.0,172901.0,2755.0,3366571.0,3762435.0,0.0,38942.0,38942.0,14287.0,53229.0,15932.0
OH,2019,1462.0,192413.0,14934.0,3435.0,3585.0,28481.0,2901090.0,177624.0,159327.0,174087.0,3269.0,3604541.0,3637669.0,0.0,38646.0,38646.0,13949.0,52595.0,18192.0
OK,2015,642.0,17422.0,0.0,24.0,24825.0,155674.0,2880137.0,0.0,949416.0,187199.0,71.0,4034174.0,1625556.0,0.0,22227.0,22227.0,5812.0,28038.0,130754.0
OK,2016,822.0,14440.0,0.0,24.0,23758.0,209175.0,2864577.0,0.0,885142.0,243569.0,115.0,4007728.0,1624919.0,0.0,22216.0,22216.0,7712.0,29928.0,185278.0
OK,2017,855.0,12590.0,0.0,24.0,18760.0,236582.0,2936597.0,0.0,949291.0,274848.0,382.0,4173327.0,1647508.0,0.0,28016.0,28016.0,5606.0,33622.0,217416.0
OK,2018,828.0,15121.0,0.0,24.0,18526.0,268128.0,3346437.0,0.0,1140196.0,308589.0,691.0,4810343.0,1715294.0,0.0,30026.0,30026.0,5939.0,35965.0,248887.0
OK,2019,757.0,5153.0,0.0,24.0,34758.0,293834.0,3545508.0,0.0,1228381.0,332320.0,734.0,5111362.0,1684997.0,0.0,28447.0,28447.0,5924.0,34371.0,258317.0
OR,2015,218.0,0.0,947.0,2898.0,291255.0,358382.0,889.0,0.0,0.0,438941.0,2430.0,439830.0,971766.0,0.0,67931.0,67931.0,6041.0,73972.0,61799.0
OR,2016,257.0,0.0,904.0,2928.0,318960.0,391102.0,848.0,0.0,0.0,468111.0,3140.0,468959.0,988158.0,0.0,64827.0,64827.0,5634.0,70461.0,66075.0
OR,2017,273.0,0.0,970.0,2839.0,352802.0,417834.0,700.0,0.0,0.0,501442.0,4827.0,502142.0,1041344.0,0.0,70785.0,70785.0,5813.0,76598.0,57366.0
OR,2018,290.0,0.0,994.0,2837.0,322671.0,401773.0,529.0,0.0,0.0,486994.0,8464.0,487523.0,1021526.0,0.0,72116.0,72116.0,5854.0,77970.0,67802.0
OR,2019,275.0,0.0,892.0,2884.0,270017.0,340834.0,420.0,0.0,0.0,426391.0,9437.0,426811.0,1027578.0,0.0,73558.0,73558.0,5420.0,78977.0,58496.0
PA,2015,592.0,1278078.0,2283.0,2162.0,24264.0,61427.0,5119772.0,842044.0,40522.0,200534.0,3758.0,7480950.0,3897610.0,0.0,81888.0,81888.0,40968.0,122856.0,31244.0
PA,2016,876.0,1168609.0,2474.0,2162.0,21922.0,60247.0,5525743.0,867302.0,35888.0,196773.0,4071.0,7794315.0,3762485.0,0.0,76880.0,76880.0,40781.0,117661.0,32093.0
PA,2017,1015.0,1260516.0,2320.0,2162.0,28775.0,68701.0,5769945.0,870187.0,37554.0,204952.0,4684.0,8143154.0,3766880.0,0.0,76403.0,76403.0,41107.0,117510.0,33080.0
PA,2018,1521.0,1278056.0,2212.0,2162.0,38799.0,78545.0,6632662.0,872749.0,36963.0,220486.0,5111.0,9040917.0,3933425.0,0.0,81527.0,81527.0,39520.0,121047.0,32473.0
PA,2019,1023.0,1250902.0,2559.0,2162.0,31195.0,68176.0,7296205.0,869084.0,37362.0,201783.0,5873.0,9655336.0,3818814.0,0.0,78020.0,78020.0,35453.0,113473.0,28946.0
RI,2015,17.0,0.0,0.0,57.0,29.0,477.0,0.0,0.0,0.0,4886.0,298.0,4886.0,202693.0,0.0,2146.0,2146.0,2170.0,4315.0,94.0
RI,2016,24.0,0.0,0.0,57.0,20.0,771.0,0.0,0.0,0.0,4700.0,450.0,4700.0,185173.0,0.0,1688.0,1688.0,2110.0,3799.0,245.0
RI,2017,29.0,0.0,0.0,57.0,22.0,2129.0,0.0,0.0,0.0,5967.0,679.0,5967.0,182325.0,0.0,1645.0,1645.0,2037.0,3682.0,1372.0
RI,2018,56.0,0.0,0.0,57.0,37.0,2710.0,0.0,0.0,0.0,6663.0,1173.0,6663.0,195556.0,0.0,1511.0,1511.0,2136.0,3647.0,1444.0
RI,2019,100.0,0.0,0.0,57.0,32.0,4057.0,0.0,0.0,0.0,8797.0,2131.0,8797.0,190581.0,0.0,2075.0,2075.0,2120.0,4194.0,1836.0
SC,2015,60.0,0.0,0.0,648.0,23897.0,24686.0,0.0,555909.0,0.0,128618.0,140.0,684526.0,1663373.0,0.0,98906.0,98906.0,4698.0,103604.0,0.0
SC,2016,0.0,0.0,0.0,648.0,20551.0,21612.0,0.0,583883.0,0.0,131043.0,412.0,714927.0,1658202.0,6011.0,104947.0,98936.0,4484.0,109432.0,0.0
SC,2017,0.0,0.0,0.0,648.0,16906.0,19592.0,0.0,568390.0,0.0,132533.0,2037.0,700923.0,1647778.0,5951.0,108601.0,102650.0,4340.0,112941.0,0.0
SC,2018,0.0,0.0,0.0,648.0,27437.0,35034.0,0.0,551151.0,0.0,147096.0,6949.0,698247.0,1675118.0,6992.0,107525.0,100533.0,4537.0,112062.0,0.0
SC,2019,0.0,0.0,0.0,648.0,26503.0,37758.0,0.0,585828.0,0.0,149844.0,10607.0,735672.0,1640751.0,8179.0,107922.0,99742.0,4164.0,112086.0,0.0
SD,2015,0.0,0.0,26658.0,1868.0,45202.0,70354.0,614.0,0.0,9507.0,225499.0,10.0,235620.0,389999.0,0.0,2545.0,2545.0,424.0,2968.0,23274.0
SD,2016,0.0,0.0,27026.0,1868.0,44365.0,80538.0,511.0,0.0,8045.0,237289.0,15.0,245846.0,388097.0,0.0,2146.0,2146.0,519.0,2665.0,34290.0
SD,2017,0.0,0.0,28199.0,1868.0,48419.0,77574.0,531.0,0.0,7463.0,241029.0,32.0,249023.0,394141.0,0.0,2116.0,2116.0,544.0,2660.0,27255.0
SD,2018,0.0,0.0,28987.0,1868.0,57048.0,84755.0,494.0,0.0,7264.0,254033.0,29.0,261791.0,406677.0,0.0,3218.0,3218.0,575.0,3793.0,25810.0
SD,2019,0.0,0.0,28809.0,1868.0,70484.0,97224.0,450.0,0.0,6644.0,264674.0,33.0,271768.0,405954.0,0.0,2807.0,2807.0,543.0,3350.0,24839.0
TN,2015,34.0,23192.0,4145.0,213.0,89288.0,91221.0,4959.0,261037.0,1692.0,182019.0,1294.0,472899.0,2179722.0,0.0,61479.0,61479.0,5474.0,66953.0,427.0
TN,2016,46.0,16596.0,4429.0,213.0,62538.0,64645.0,4180.0,309357.0,1471.0,154183.0,1546.0,485787.0,2207227.0,0.0,58624.0,58624.0,5411.0,64036.0,348.0
TN,2017,45.0,11168.0,4455.0,213.0,80071.0,82362.0,3515.0,332779.0,1551.0,166421.0,1679.0,515435.0,2145679.0,0.0,52821.0,52821.0,5589.0,58411.0,399.0
TN,2018,501.0,5922.0,4376.0,213.0,93705.0,96669.0,3737.0,378224.0,1198.0,186147.0,2378.0,575228.0,2233190.0,134.0,56329.0,56195.0,5446.0,61775.0,373.0
TN,2019,741.0,11341.0,4278.0,213.0,90206.0,94526.0,3221.0,372992.0,1202.0,181028.0,3769.0,569785.0,2171765.0,1606.0,54487.0,52880.0,3625.0,58111.0,338.0
TX,2015,3493.0,471257.0,8241.0,2478.0,8913.0,435590.0,9392314.0,411571.0,7213013.0,583008.0,6397.0,1.8071163E7,1.2757827E7,0.0,54367.0,54367.0,27029.0,81397.0,417802.0
TX,2016,4218.0,515707.0,8500.0,2478.0,12389.0,556938.0,8659990.0,440109.0,6683754.0,709194.0,10946.0,1.7008753E7,1.2986076E7,0.0,53208.0,53208.0,27667.0,80874.0,531124.0
TX,2017,4659.0,474274.0,8663.0,2478.0,9784.0,655250.0,8735219.0,403523.0,7297941.0,810455.0,25155.0,1.7721412E7,1.3173303E7,0.0,55169.0,55169.0,25328.0,80497.0,617833.0
TX,2018,5409.0,328812.0,8266.0,2478.0,10255.0,738209.0,9776991.0,430597.0,9181148.0,901492.0,36299.0,2.061904E7,1.400987E7,0.0,59316.0,59316.0,27387.0,86703.0,689177.0
TX,2019,5096.0,308449.0,7165.0,2478.0,13139.0,808642.0,1.1323138E7,431234.0,1.0608326E7,963581.0,48385.0,2.3634727E7,1.4234096E7,5532.0,64868.0,59336.0,21569.0,86437.0,744639.0
UT,2015,2.0,325216.0,0.0,4811.0,7164.0,18788.0,461219.0,0.0,212307.0,23993.0,980.0,1022734.0,798313.0,0.0,3765.0,3765.0,1430.0,5195.0,5833.0
UT,2016,0.0,310453.0,0.0,5287.0,7012.0,31057.0,401909.0,0.0,174681.0,36562.0,11167.0,923606.0,807711.0,0.0,3981.0,3981.0,1523.0,5504.0,7591.0
UT,2017,0.0,317768.0,0.0,5239.0,11919.0,48162.0,346868.0,0.0,197089.0,53282.0,23097.0,915007.0,827453.0,0.0,3910.0,3910.0,1211.0,5120.0,7907.0
UT,2018,0.0,305328.0,0.0,4866.0,8440.0,44435.0,326320.0,0.0,211790.0,50358.0,23895.0,893795.0,844319.0,0.0,4963.0,4963.0,959.0,5922.0,7234.0
UT,2019,0.0,326024.0,0.0,3572.0,7793.0,42278.0,299544.0,0.0,210450.0,48225.0,23623.0,884243.0,855124.0,0.0,5028.0,5028.0,919.0,5947.0,7290.0
VA,2015,48.0,365832.0,1012.0,1701.0,10795.0,13300.0,134220.0,293455.0,63.0,137589.0,803.0,931160.0,2440821.0,0.0,97882.0,97882.0,20371.0,118254.0,0.0
VA,2016,79.0,335590.0,562.0,1701.0,13585.0,16391.0,126663.0,310966.0,40.0,139807.0,1105.0,913066.0,2420341.0,7829.0,100463.0,92635.0,19320.0,119784.0,0.0
VA,2017,81.0,343642.0,1265.0,1701.0,10285.0,16020.0,121571.0,319562.0,40.0,140979.0,4034.0,925794.0,2401427.0,7750.0,101834.0,94084.0,15470.0,117304.0,0.0
VA,2018,129.0,318949.0,1086.0,1701.0,16067.0,26009.0,117273.0,305826.0,29.0,159914.0,8240.0,901990.0,2501044.0,8740.0,106680.0,97941.0,20327.0,127007.0,0.0
VA,2019,60.0,320290.0,93.0,1701.0,13529.0,25398.0,111869.0,308013.0,34.0,142651.0,10167.0,882858.0,2460902.0,8715.0,97967.0,89252.0,18433.0,116400.0,0.0
VT,2015,0.0,0.0,0.0,29.0,10619.0,14724.0,0.0,0.0,0.0,38784.0,1044.0,38784.0,140546.0,0.0,23753.0,23753.0,307.0,24060.0,3032.0
VT,2016,0.0,0.0,0.0,29.0,9948.0,14000.0,0.0,0.0,0.0,35637.0,1335.0,35637.0,135276.0,0.0,21418.0,21418.0,220.0,21638.0,2688.0
VT,2017,0.0,0.0,0.0,29.0,11796.0,16668.0,0.0,0.0,0.0,37792.0,2029.0,37792.0,134076.0,0.0,20957.0,20957.0,167.0,21124.0,2814.0
VT,2018,0.0,0.0,0.0,29.0,11546.0,17225.0,0.0,0.0,0.0,41553.0,2252.0,41553.0,138642.0,0.0,24190.0,24190.0,137.0,24327.0,3399.0
VT,2019,0.0,0.0,0.0,29.0,11906.0,18063.0,0.0,0.0,0.0,40997.0,2767.0,40997.0,136905.0,0.0,22287.0,22287.0,646.0,22933.0,3361.0
WA,2015,1335.0,0.0,0.0,1136.0,684060.0,751781.0,0.0,85347.0,0.0,872328.0,649.0,957675.0,1995985.0,0.0,104876.0,104876.0,8421.0,113296.0,65936.0
WA,2016,1541.0,0.0,0.0,1136.0,723289.0,799624.0,0.0,100674.0,0.0,930780.0,957.0,1031454.0,2056396.0,0.0,114342.0,114342.0,8441.0,122783.0,74242.0
WA,2017,1694.0,0.0,0.0,1136.0,757151.0,823289.0,0.0,85013.0,0.0,950220.0,1201.0,1035233.0,2075340.0,0.0,109704.0,109704.0,8023.0,117726.0,63801.0
WA,2018,1850.0,0.0,0.0,1136.0,736362.0,810926.0,0.0,101502.0,0.0,937724.0,1506.0,1039226.0,2054390.0,0.0,109222.0,109222.0,7526.0,116749.0,71922.0
WA,2019,1808.0,0.0,0.0,1136.0,587893.0,650831.0,0.0,92584.0,0.0,779076.0,2341.0,871660.0,2078663.0,0.0,110500.0,110500.0,7919.0,118419.0,59461.0
WI,2015,481.0,0.0,13460.0,615.0,21813.0,37744.0,0.0,104666.0,0.0,223881.0,505.0,328547.0,1814408.0,0.0,97353.0,97353.0,9334.0,106687.0,14811.0
WI,2016,597.0,0.0,13827.0,615.0,25806.0,40993.0,0.0,106173.0,0.0,224249.0,583.0,330423.0,1801012.0,0.0,91748.0,91748.0,9430.0,101178.0,13989.0
WI,2017,349.0,0.0,14333.0,615.0,24481.0,41165.0,0.0,100919.0,0.0,224172.0,953.0,325091.0,1817947.0,0.0,90051.0,90051.0,9333.0,99384.0,15116.0
WI,2018,544.0,0.0,15113.0,615.0,21777.0,38588.0,0.0,105900.0,0.0,232096.0,1287.0,337996.0,1896601.0,0.0,95231.0,95231.0,9044.0,104275.0,14909.0
WI,2019,643.0,0.0,15000.0,615.0,23518.0,42338.0,0.0,104736.0,0.0,232452.0,1483.0,337188.0,1847846.0,0.0,92350.0,92350.0,8831.0,101181.0,16722.0
WV,2015,0.0,2447181.0,0.0,32.0,12907.0,25858.0,1562536.0,0.0,66157.0,37954.0,93.0,4113828.0,768657.0,0.0,11941.0,11941.0,155.0,12096.0,12825.0
WV,2016,0.0,2041073.0,0.0,32.0,15124.0,28482.0,1667404.0,0.0,43693.0,39653.0,104.0,3791823.0,762366.0,0.0,11081.0,11081.0,90.0,11171.0,13222.0
WV,2017,0.0,2390309.0,0.0,32.0,15280.0,30937.0,1836375.0,0.0,49372.0,41643.0,126.0,4317700.0,753016.0,0.0,10632.0,10632.0,75.0,10706.0,15499.0
WV,2018,0.0,2468639.0,0.0,32.0,16821.0,33107.0,2159553.0,0.0,72689.0,45418.0,140.0,4746299.0,831311.0,0.0,12087.0,12087.0,225.0,12311.0,16114.0
WV,2019,0.0,2422224.0,0.0,32.0,15192.0,29912.0,2598072.0,0.0,98325.0,41973.0,163.0,5160593.0,829454.0,0.0,11833.0,11833.0,227.0,12060.0,14525.0
WY,2015,0.0,6538240.0,209.0,663.0,8091.0,43791.0,1998295.0,0.0,494355.0,49887.0,27.0,9080777.0,507121.0,0.0,4904.0,4904.0,2.0,4905.0,35009.0
WY,2016,0.0,5169939.0,0.0,663.0,8987.0,50206.0,1878141.0,0.0,415795.0,54565.0,33.0,7518440.0,504984.0,0.0,4357.0,4357.0,2.0,4358.0,40522.0
WY,2017,0.0,5516757.0,0.0,663.0,10352.0,50867.0,1788258.0,0.0,433655.0,55916.0,45.0,7794586.0,534840.0,0.0,5049.0,5049.0,0.0,5049.0,39806.0
WY,2018,0.0,5315953.0,0.0,663.0,8883.0,46550.0,1842525.0,0.0,502031.0,51483.0,67.0,7711992.0,557604.0,0.0,4934.0,4934.0,0.0,4934.0,36936.0
WY,2019,0.0,4828513.0,0.0,663.0,8838.0,48259.0,1684374.0,0.0,582170.0,53228.0,1688.0,7148285.0,546671.0,0.0,4969.0,4969.0,0.0,4969.0,37070.0
